DOCUMENTO;CODIGO_PRODUCTO;PRECIO_UNITARIO;CANTIDAD;TOTAL;COSTO_UNITARIO
FAC0039062;PLT0015;22206;1;22206;13062
FAC0039063;PLT0028;8448;9;76032;4969
FAC0039064;PLT0018;21805;2;43610;12826
FAC0039065;PLT0021;21859;5;109295;12858
FAC0039066;PLT0034;11917;2;23834;7010
FAC0039067;PLT0025;25473;10;254730;14984
FAC0039068;PLT0007;20343;8;162744;11966
FAC0039069;PLT0012;9483;10;94830;5578
FAC0039070;PLT0033;21097;9;189873;12410
FAC0039071;PLT0023;29003;3;87009;17061
FAC0039072;PLT0031;11454;2;22908;6738
FAC0039073;PLT0012;9483;2;18966;5578
FAC0039074;PLT0032;10479;6;62874;6164
FAC0039075;PLT0024;6170;5;30850;3629
FAC0039076;PLT0013;16922;6;101532;9954
FAC0039077;PLT0042;28508;10;285080;16769
FAC0039078;PLT0004;19506;1;19506;11474
FAC0039079;PLT0007;20343;8;162744;11966
FAC0039080;PLT0046;34804;9;313236;20473
FAC0039081;PLT0022;28111;1;28111;16536
FAC0039082;PLT0006;24613;10;246130;14478
FAC0039083;PLT0018;21805;8;174440;12826
FAC0039084;PLT0013;16922;9;152298;9954
FAC0039085;PLT0042;28508;10;285080;16769
FAC0039086;PLT0037;20147;5;100735;11851
FAC0039087;PLT0030;21117;1;21117;12422
FAC0039088;PLT0003;25406;8;203248;14945
FAC0039089;PLT0033;21097;9;189873;12410
FAC0039090;PLT0018;21805;6;130830;12826
FAC0039091;PLT0028;8448;7;59136;4969
FAC0039092;PLT0029;16136;6;96816;9492
FAC0039093;PLT0015;22206;10;222060;13062
FAC0039094;PLT0040;24668;2;49336;14511
FAC0039095;PLT0018;21805;2;43610;12826
FAC0039096;PLT0022;28111;5;140555;16536
FAC0039097;PLT0012;9483;8;75864;5578
FAC0039098;PLT0020;32766;2;65532;19274
FAC0039099;PLT0012;9483;2;18966;5578
FAC0039100;PLT0033;21097;6;126582;12410
FAC0039101;PLT0030;21117;1;21117;12422
FAC0039102;PLT0020;32766;8;262128;19274
FAC0039103;PLT0014;5638;2;11276;3316
FAC0039104;PLT0035;13674;8;109392;8044
FAC0039105;PLT0008;27709;10;277090;16299
FAC0039106;PLT0039;6179;5;30895;3635
FAC0039107;PLT0045;34710;8;277680;20418
FAC0039108;PLT0037;20147;1;20147;11851
FAC0039109;PLT0019;21410;7;149870;12594
FAC0039110;PLT0005;34187;10;341870;20110
FAC0039111;PLT0001;10201;10;102010;6001
FAC0039112;PLT0020;32766;3;98298;19274
FAC0039113;PLT0021;21859;10;218590;12858
FAC0039114;PLT0013;16922;6;101532;9954
FAC0039115;PLT0037;20147;7;141029;11851
FAC0039116;PLT0011;25298;5;126490;14881
FAC0039117;PLT0003;25406;1;25406;14945
FAC0039118;PLT0043;14334;6;86004;8432
FAC0039119;PLT0012;9483;2;18966;5578
FAC0039120;PLT0028;8448;2;16896;4969
FAC0039121;PLT0028;8448;7;59136;4969
FAC0039122;PLT0013;16922;3;50766;9954
FAC0039123;PLT0034;11917;6;71502;7010
FAC0039124;PLT0012;9483;6;56898;5578
FAC0039125;PLT0007;20343;6;122058;11966
FAC0039126;PLT0030;21117;6;126702;12422
FAC0039127;PLT0036;27243;7;190701;16025
FAC0039128;PLT0025;25473;3;76419;14984
FAC0039129;PLT0025;25473;10;254730;14984
FAC0039130;PLT0013;16922;6;101532;9954
FAC0039131;PLT0016;17636;5;88180;10374
FAC0039132;PLT0011;25298;1;25298;14881
FAC0039133;PLT0018;21805;5;109025;12826
FAC0039134;PLT0022;28111;9;252999;16536
FAC0039135;PLT0047;26583;8;212664;15637
FAC0039136;PLT0021;21859;1;21859;12858
FAC0039137;PLT0045;34710;4;138840;20418
FAC0039138;PLT0044;10146;4;40584;5968
FAC0039139;PLT0031;11454;4;45816;6738
FAC0039140;PLT0011;25298;7;177086;14881
FAC0039141;PLT0033;21097;4;84388;12410
FAC0039142;PLT0008;27709;5;138545;16299
FAC0039143;PLT0030;21117;4;84468;12422
FAC0039144;PLT0020;32766;10;327660;19274
FAC0039145;PLT0031;11454;9;103086;6738
FAC0039146;PLT0039;6179;9;55611;3635
FAC0039147;PLT0044;10146;3;30438;5968
FAC0039148;PLT0035;13674;6;82044;8044
FAC0039149;PLT0014;5638;4;22552;3316
FAC0039150;PLT0006;24613;5;123065;14478
FAC0039151;PLT0011;25298;3;75894;14881
FAC0039152;PLT0033;21097;6;126582;12410
FAC0039153;PLT0023;29003;2;58006;17061
FAC0039154;PLT0032;10479;10;104790;6164
FAC0039155;PLT0036;27243;4;108972;16025
FAC0039156;PLT0010;7946;4;31784;4674
FAC0039157;PLT0046;34804;5;174020;20473
FAC0039158;PLT0021;21859;5;109295;12858
FAC0039159;PLT0043;14334;1;14334;8432
FAC0039160;PLT0034;11917;8;95336;7010
FAC0039161;PLT0011;25298;9;227682;14881
FAC0039162;PLT0001;10201;4;40804;6001
FAC0039163;PLT0023;29003;1;29003;17061
FAC0039164;PLT0026;9446;2;18892;5556
FAC0039165;PLT0019;21410;4;85640;12594
FAC0039166;PLT0036;27243;10;272430;16025
FAC0039167;PLT0041;18897;7;132279;11116
FAC0039168;PLT0025;25473;1;25473;14984
FAC0039169;PLT0012;9483;7;66381;5578
FAC0039170;PLT0044;10146;2;20292;5968
FAC0039171;PLT0021;21859;8;174872;12858
FAC0039172;PLT0004;19506;3;58518;11474
FAC0039173;PLT0024;6170;6;37020;3629
FAC0039174;PLT0038;27071;1;27071;15924
FAC0039175;PLT0031;11454;1;11454;6738
FAC0039176;PLT0018;21805;5;109025;12826
FAC0039177;PLT0001;10201;8;81608;6001
FAC0039178;PLT0044;10146;10;101460;5968
FAC0039179;PLT0005;34187;4;136748;20110
FAC0039180;PLT0008;27709;3;83127;16299
FAC0039181;PLT0041;18897;10;188970;11116
FAC0039182;PLT0011;25298;7;177086;14881
FAC0039183;PLT0001;10201;7;71407;6001
FAC0039184;PLT0026;9446;7;66122;5556
FAC0039185;PLT0018;21805;4;87220;12826
FAC0039186;PLT0016;17636;4;70544;10374
FAC0039187;PLT0041;18897;4;75588;11116
FAC0039188;PLT0042;28508;4;114032;16769
FAC0039189;PLT0012;9483;7;66381;5578
FAC0039190;PLT0032;10479;9;94311;6164
FAC0039191;PLT0034;11917;5;59585;7010
FAC0039192;PLT0001;10201;7;71407;6001
FAC0039193;PLT0040;24668;8;197344;14511
FAC0039194;PLT0015;22206;7;155442;13062
FAC0039195;PLT0009;22639;3;67917;13317
FAC0039196;PLT0002;16035;5;80175;9432
FAC0039197;PLT0024;6170;6;37020;3629
FAC0039198;PLT0043;14334;2;28668;8432
FAC0039199;PLT0008;27709;5;138545;16299
FAC0039200;PLT0003;25406;7;177842;14945
FAC0039201;PLT0003;25406;7;177842;14945
FAC0039202;PLT0044;10146;7;71022;5968
FAC0039203;PLT0024;6170;9;55530;3629
FAC0039204;PLT0045;34710;10;347100;20418
FAC0039205;PLT0027;22873;2;45746;13455
FAC0039206;PLT0046;34804;7;243628;20473
FAC0039207;PLT0009;22639;7;158473;13317
FAC0039208;PLT0014;5638;9;50742;3316
FAC0039209;PLT0012;9483;6;56898;5578
FAC0039210;PLT0002;16035;9;144315;9432
FAC0039211;PLT0005;34187;4;136748;20110
FAC0039212;PLT0037;20147;7;141029;11851
FAC0039213;PLT0002;16035;7;112245;9432
FAC0039214;PLT0012;9483;3;28449;5578
FAC0039215;PLT0001;10201;10;102010;6001
FAC0039216;PLT0013;16922;1;16922;9954
FAC0039217;PLT0021;21859;8;174872;12858
FAC0039218;PLT0003;25406;10;254060;14945
FAC0039219;PLT0021;21859;7;153013;12858
FAC0039220;PLT0035;13674;9;123066;8044
FAC0039221;PLT0026;9446;9;85014;5556
FAC0039222;PLT0040;24668;5;123340;14511
FAC0039223;PLT0004;19506;10;195060;11474
FAC0039224;PLT0044;10146;6;60876;5968
FAC0039225;PLT0010;7946;8;63568;4674
FAC0039226;PLT0014;5638;7;39466;3316
FAC0039227;PLT0038;27071;4;108284;15924
FAC0039228;PLT0022;28111;9;252999;16536
FAC0039229;PLT0010;7946;7;55622;4674
FAC0039230;PLT0008;27709;1;27709;16299
FAC0039231;PLT0006;24613;9;221517;14478
FAC0039232;PLT0036;27243;9;245187;16025
FAC0039233;PLT0037;20147;2;40294;11851
FAC0039234;PLT0022;28111;10;281110;16536
FAC0039235;PLT0015;22206;2;44412;13062
FAC0039236;PLT0013;16922;1;16922;9954
FAC0039237;PLT0035;13674;10;136740;8044
FAC0039238;PLT0015;22206;10;222060;13062
FAC0039239;PLT0004;19506;1;19506;11474
FAC0039240;PLT0046;34804;4;139216;20473
FAC0039241;PLT0031;11454;8;91632;6738
FAC0039242;PLT0037;20147;2;40294;11851
FAC0039243;PLT0012;9483;2;18966;5578
FAC0039244;PLT0046;34804;9;313236;20473
FAC0039245;PLT0041;18897;4;75588;11116
FAC0039246;PLT0001;10201;9;91809;6001
FAC0039247;PLT0017;33597;9;302373;19763
FAC0039248;PLT0020;32766;2;65532;19274
FAC0039249;PLT0007;20343;2;40686;11966
FAC0039250;PLT0035;13674;8;109392;8044
FAC0039251;PLT0021;21859;5;109295;12858
FAC0039252;PLT0008;27709;10;277090;16299
FAC0039253;PLT0043;14334;2;28668;8432
FAC0039254;PLT0019;21410;1;21410;12594
FAC0039255;PLT0017;33597;7;235179;19763
FAC0039256;PLT0003;25406;7;177842;14945
FAC0039257;PLT0038;27071;7;189497;15924
FAC0039258;PLT0014;5638;10;56380;3316
FAC0039259;PLT0003;25406;7;177842;14945
FAC0039260;PLT0001;10201;10;102010;6001
FAC0039261;PLT0008;27709;4;110836;16299
FAC0039262;PLT0046;34804;5;174020;20473
FAC0039263;PLT0003;25406;6;152436;14945
FAC0039264;PLT0016;17636;3;52908;10374
FAC0039265;PLT0044;10146;1;10146;5968
FAC0039266;PLT0015;22206;9;199854;13062
FAC0039267;PLT0010;7946;4;31784;4674
FAC0039268;PLT0008;27709;3;83127;16299
FAC0039269;PLT0040;24668;8;197344;14511
FAC0039270;PLT0029;16136;7;112952;9492
FAC0039271;PLT0015;22206;2;44412;13062
FAC0039272;PLT0029;16136;4;64544;9492
FAC0039273;PLT0020;32766;6;196596;19274
FAC0039274;PLT0043;14334;1;14334;8432
FAC0039275;PLT0043;14334;8;114672;8432
FAC0039276;PLT0024;6170;7;43190;3629
FAC0039277;PLT0046;34804;8;278432;20473
FAC0039278;PLT0047;26583;6;159498;15637
FAC0039279;PLT0016;17636;1;17636;10374
FAC0039280;PLT0025;25473;8;203784;14984
FAC0039281;PLT0040;24668;1;24668;14511
FAC0039282;PLT0024;6170;3;18510;3629
FAC0039283;PLT0003;25406;3;76218;14945
FAC0039284;PLT0043;14334;4;57336;8432
FAC0039285;PLT0039;6179;9;55611;3635
FAC0039286;PLT0011;25298;3;75894;14881
FAC0039287;PLT0039;6179;6;37074;3635
FAC0039288;PLT0010;7946;5;39730;4674
FAC0039289;PLT0043;14334;1;14334;8432
FAC0039290;PLT0032;10479;1;10479;6164
FAC0039291;PLT0017;33597;3;100791;19763
FAC0039292;PLT0026;9446;10;94460;5556
FAC0039293;PLT0024;6170;7;43190;3629
FAC0039294;PLT0008;27709;5;138545;16299
FAC0039295;PLT0006;24613;3;73839;14478
FAC0039296;PLT0009;22639;3;67917;13317
FAC0039297;PLT0014;5638;5;28190;3316
FAC0039298;PLT0015;22206;6;133236;13062
FAC0039299;PLT0029;16136;6;96816;9492
FAC0039300;PLT0011;25298;1;25298;14881
FAC0039301;PLT0027;22873;3;68619;13455
FAC0039302;PLT0017;33597;2;67194;19763
FAC0039303;PLT0028;8448;10;84480;4969
FAC0039304;PLT0037;20147;6;120882;11851
FAC0039305;PLT0031;11454;5;57270;6738
FAC0039306;PLT0047;26583;3;79749;15637
FAC0039307;PLT0012;9483;5;47415;5578
FAC0039308;PLT0007;20343;6;122058;11966
FAC0039309;PLT0030;21117;5;105585;12422
FAC0039310;PLT0038;27071;1;27071;15924
FAC0039311;PLT0025;25473;9;229257;14984
FAC0039312;PLT0001;10201;8;81608;6001
FAC0039313;PLT0046;34804;7;243628;20473
FAC0039314;PLT0013;16922;4;67688;9954
FAC0039315;PLT0036;27243;9;245187;16025
FAC0039316;PLT0047;26583;3;79749;15637
FAC0039317;PLT0001;10201;8;81608;6001
FAC0039318;PLT0034;11917;2;23834;7010
FAC0039319;PLT0044;10146;2;20292;5968
FAC0039320;PLT0020;32766;8;262128;19274
FAC0039321;PLT0008;27709;3;83127;16299
FAC0039322;PLT0037;20147;2;40294;11851
FAC0039323;PLT0033;21097;7;147679;12410
FAC0039324;PLT0031;11454;4;45816;6738
FAC0039325;PLT0045;34710;2;69420;20418
FAC0039326;PLT0020;32766;8;262128;19274
FAC0039327;PLT0026;9446;3;28338;5556
FAC0039328;PLT0039;6179;9;55611;3635
FAC0039329;PLT0020;32766;5;163830;19274
FAC0039330;PLT0047;26583;10;265830;15637
FAC0039331;PLT0012;9483;8;75864;5578
FAC0039332;PLT0030;21117;9;190053;12422
FAC0039333;PLT0043;14334;8;114672;8432
FAC0039334;PLT0029;16136;1;16136;9492
FAC0039335;PLT0035;13674;9;123066;8044
FAC0039336;PLT0046;34804;6;208824;20473
FAC0039337;PLT0023;29003;2;58006;17061
FAC0039338;PLT0027;22873;5;114365;13455
FAC0039339;PLT0046;34804;3;104412;20473
FAC0039340;PLT0018;21805;2;43610;12826
FAC0039341;PLT0002;16035;6;96210;9432
FAC0039342;PLT0009;22639;4;90556;13317
FAC0039343;PLT0007;20343;2;40686;11966
FAC0039344;PLT0025;25473;3;76419;14984
FAC0039345;PLT0043;14334;10;143340;8432
FAC0039346;PLT0011;25298;8;202384;14881
FAC0039347;PLT0036;27243;9;245187;16025
FAC0039348;PLT0036;27243;8;217944;16025
FAC0039349;PLT0041;18897;5;94485;11116
FAC0039350;PLT0020;32766;3;98298;19274
FAC0039351;PLT0042;28508;3;85524;16769
FAC0039352;PLT0006;24613;8;196904;14478
FAC0039353;PLT0046;34804;10;348040;20473
FAC0039354;PLT0028;8448;4;33792;4969
FAC0039355;PLT0040;24668;5;123340;14511
FAC0039356;PLT0018;21805;4;87220;12826
FAC0039357;PLT0010;7946;5;39730;4674
FAC0039358;PLT0041;18897;4;75588;11116
FAC0039359;PLT0018;21805;6;130830;12826
FAC0039360;PLT0012;9483;1;9483;5578
FAC0039361;PLT0012;9483;7;66381;5578
FAC0039362;PLT0021;21859;5;109295;12858
FAC0039363;PLT0002;16035;2;32070;9432
FAC0039364;PLT0019;21410;1;21410;12594
FAC0039365;PLT0008;27709;8;221672;16299
FAC0039366;PLT0034;11917;6;71502;7010
FAC0039367;PLT0023;29003;6;174018;17061
FAC0039368;PLT0013;16922;2;33844;9954
FAC0039369;PLT0037;20147;5;100735;11851
FAC0039370;PLT0011;25298;9;227682;14881
FAC0039371;PLT0034;11917;7;83419;7010
FAC0039372;PLT0001;10201;10;102010;6001
FAC0039373;PLT0031;11454;10;114540;6738
FAC0039374;PLT0005;34187;7;239309;20110
FAC0039375;PLT0016;17636;9;158724;10374
FAC0039376;PLT0039;6179;10;61790;3635
FAC0039377;PLT0004;19506;10;195060;11474
FAC0039378;PLT0027;22873;7;160111;13455
FAC0039379;PLT0018;21805;7;152635;12826
FAC0039380;PLT0038;27071;5;135355;15924
FAC0039381;PLT0030;21117;7;147819;12422
FAC0039382;PLT0007;20343;10;203430;11966
FAC0039383;PLT0029;16136;9;145224;9492
FAC0039384;PLT0034;11917;10;119170;7010
FAC0039385;PLT0011;25298;7;177086;14881
FAC0039386;PLT0005;34187;1;34187;20110
FAC0039387;PLT0025;25473;6;152838;14984
FAC0039388;PLT0022;28111;9;252999;16536
FAC0039389;PLT0036;27243;10;272430;16025
FAC0039390;PLT0042;28508;6;171048;16769
FAC0039391;PLT0047;26583;6;159498;15637
FAC0039392;PLT0009;22639;10;226390;13317
FAC0039393;PLT0002;16035;9;144315;9432
FAC0039394;PLT0009;22639;1;22639;13317
FAC0039395;PLT0005;34187;1;34187;20110
FAC0039396;PLT0037;20147;5;100735;11851
FAC0039397;PLT0041;18897;10;188970;11116
FAC0039398;PLT0029;16136;1;16136;9492
FAC0039399;PLT0001;10201;9;91809;6001
FAC0039400;PLT0025;25473;3;76419;14984
FAC0039401;PLT0023;29003;9;261027;17061
FAC0039402;PLT0026;9446;10;94460;5556
FAC0039403;PLT0037;20147;5;100735;11851
FAC0039404;PLT0045;34710;10;347100;20418
FAC0039405;PLT0025;25473;9;229257;14984
FAC0039406;PLT0036;27243;8;217944;16025
FAC0039407;PLT0044;10146;6;60876;5968
FAC0039408;PLT0004;19506;8;156048;11474
FAC0039409;PLT0016;17636;9;158724;10374
FAC0039410;PLT0034;11917;1;11917;7010
FAC0039411;PLT0030;21117;2;42234;12422
FAC0039412;PLT0014;5638;1;5638;3316
FAC0039413;PLT0026;9446;6;56676;5556
FAC0039414;PLT0025;25473;4;101892;14984
FAC0039415;PLT0010;7946;4;31784;4674
FAC0039416;PLT0029;16136;1;16136;9492
FAC0039417;PLT0025;25473;7;178311;14984
FAC0039418;PLT0039;6179;4;24716;3635
FAC0039419;PLT0003;25406;10;254060;14945
FAC0039420;PLT0045;34710;2;69420;20418
FAC0039421;PLT0015;22206;5;111030;13062
FAC0039422;PLT0042;28508;1;28508;16769
FAC0039423;PLT0042;28508;2;57016;16769
FAC0039424;PLT0006;24613;9;221517;14478
FAC0039425;PLT0022;28111;6;168666;16536
FAC0039426;PLT0017;33597;8;268776;19763
FAC0039427;PLT0016;17636;10;176360;10374
FAC0039428;PLT0004;19506;2;39012;11474
FAC0039429;PLT0041;18897;8;151176;11116
FAC0039430;PLT0043;14334;3;43002;8432
FAC0039431;PLT0002;16035;1;16035;9432
FAC0039432;PLT0006;24613;3;73839;14478
FAC0039433;PLT0001;10201;6;61206;6001
FAC0039434;PLT0008;27709;10;277090;16299
FAC0039435;PLT0014;5638;1;5638;3316
FAC0039436;PLT0025;25473;1;25473;14984
FAC0039437;PLT0002;16035;2;32070;9432
FAC0039438;PLT0019;21410;7;149870;12594
FAC0039439;PLT0020;32766;9;294894;19274
FAC0039440;PLT0023;29003;9;261027;17061
FAC0039441;PLT0046;34804;3;104412;20473
FAC0039442;PLT0033;21097;10;210970;12410
FAC0039443;PLT0011;25298;6;151788;14881
FAC0039444;PLT0017;33597;10;335970;19763
FAC0039445;PLT0025;25473;9;229257;14984
FAC0039446;PLT0040;24668;5;123340;14511
FAC0039447;PLT0006;24613;1;24613;14478
FAC0039448;PLT0045;34710;5;173550;20418
FAC0039449;PLT0030;21117;7;147819;12422
FAC0039450;PLT0013;16922;6;101532;9954
FAC0039451;PLT0005;34187;5;170935;20110
FAC0039452;PLT0011;25298;4;101192;14881
FAC0039453;PLT0015;22206;1;22206;13062
FAC0039454;PLT0008;27709;10;277090;16299
FAC0039455;PLT0037;20147;2;40294;11851
FAC0039456;PLT0007;20343;7;142401;11966
FAC0039457;PLT0005;34187;10;341870;20110
FAC0039458;PLT0018;21805;4;87220;12826
FAC0039459;PLT0044;10146;8;81168;5968
FAC0039460;PLT0024;6170;8;49360;3629
FAC0039461;PLT0035;13674;6;82044;8044
FAC0039462;PLT0010;7946;5;39730;4674
FAC0039463;PLT0029;16136;3;48408;9492
FAC0039464;PLT0047;26583;5;132915;15637
FAC0039465;PLT0013;16922;1;16922;9954
FAC0039466;PLT0005;34187;10;341870;20110
FAC0039467;PLT0035;13674;5;68370;8044
FAC0039468;PLT0045;34710;6;208260;20418
FAC0039469;PLT0047;26583;9;239247;15637
FAC0039470;PLT0035;13674;4;54696;8044
FAC0039471;PLT0028;8448;4;33792;4969
FAC0039472;PLT0022;28111;2;56222;16536
FAC0039473;PLT0043;14334;5;71670;8432
FAC0039474;PLT0039;6179;9;55611;3635
FAC0039475;PLT0017;33597;10;335970;19763
FAC0039476;PLT0042;28508;4;114032;16769
FAC0039477;PLT0028;8448;9;76032;4969
FAC0039478;PLT0043;14334;9;129006;8432
FAC0039479;PLT0009;22639;7;158473;13317
FAC0039480;PLT0008;27709;3;83127;16299
FAC0039481;PLT0010;7946;7;55622;4674
FAC0039482;PLT0022;28111;9;252999;16536
FAC0039483;PLT0018;21805;3;65415;12826
FAC0039484;PLT0006;24613;5;123065;14478
FAC0039485;PLT0041;18897;2;37794;11116
FAC0039486;PLT0011;25298;7;177086;14881
FAC0039487;PLT0037;20147;10;201470;11851
FAC0039488;PLT0011;25298;3;75894;14881
FAC0039489;PLT0023;29003;4;116012;17061
FAC0039490;PLT0027;22873;6;137238;13455
FAC0039491;PLT0012;9483;8;75864;5578
FAC0039492;PLT0043;14334;9;129006;8432
FAC0039493;PLT0020;32766;3;98298;19274
FAC0039494;PLT0033;21097;10;210970;12410
FAC0039495;PLT0032;10479;5;52395;6164
FAC0039496;PLT0028;8448;9;76032;4969
FAC0039497;PLT0044;10146;8;81168;5968
FAC0039498;PLT0024;6170;7;43190;3629
FAC0039499;PLT0039;6179;9;55611;3635
FAC0039500;PLT0028;8448;5;42240;4969
FAC0039501;PLT0042;28508;6;171048;16769
FAC0039502;PLT0005;34187;4;136748;20110
FAC0039503;PLT0041;18897;8;151176;11116
FAC0039504;PLT0020;32766;1;32766;19274
FAC0039505;PLT0041;18897;1;18897;11116
FAC0039506;PLT0034;11917;6;71502;7010
FAC0039507;PLT0027;22873;2;45746;13455
FAC0039508;PLT0041;18897;10;188970;11116
FAC0039509;PLT0008;27709;9;249381;16299
FAC0039510;PLT0037;20147;6;120882;11851
FAC0039511;PLT0026;9446;8;75568;5556
FAC0039512;PLT0005;34187;8;273496;20110
FAC0039513;PLT0015;22206;8;177648;13062
FAC0039514;PLT0020;32766;8;262128;19274
FAC0039515;PLT0041;18897;2;37794;11116
FAC0039516;PLT0003;25406;9;228654;14945
FAC0039517;PLT0030;21117;4;84468;12422
FAC0039518;PLT0012;9483;7;66381;5578
FAC0039519;PLT0015;22206;2;44412;13062
FAC0039520;PLT0022;28111;4;112444;16536
FAC0039521;PLT0024;6170;7;43190;3629
FAC0039522;PLT0047;26583;7;186081;15637
FAC0039523;PLT0027;22873;7;160111;13455
FAC0039524;PLT0045;34710;6;208260;20418
FAC0039525;PLT0029;16136;8;129088;9492
FAC0039526;PLT0009;22639;6;135834;13317
FAC0039527;PLT0047;26583;6;159498;15637
FAC0039528;PLT0003;25406;6;152436;14945
FAC0039529;PLT0011;25298;5;126490;14881
FAC0039530;PLT0013;16922;9;152298;9954
FAC0039531;PLT0047;26583;5;132915;15637
FAC0039532;PLT0028;8448;9;76032;4969
FAC0039533;PLT0030;21117;3;63351;12422
FAC0039534;PLT0032;10479;5;52395;6164
FAC0039535;PLT0016;17636;1;17636;10374
FAC0039536;PLT0028;8448;10;84480;4969
FAC0039537;PLT0011;25298;1;25298;14881
FAC0039538;PLT0020;32766;2;65532;19274
FAC0039539;PLT0035;13674;1;13674;8044
FAC0039540;PLT0007;20343;10;203430;11966
FAC0039541;PLT0035;13674;10;136740;8044
FAC0039542;PLT0005;34187;2;68374;20110
FAC0039543;PLT0042;28508;7;199556;16769
FAC0039544;PLT0001;10201;5;51005;6001
FAC0039545;PLT0006;24613;9;221517;14478
FAC0039546;PLT0002;16035;1;16035;9432
FAC0039547;PLT0042;28508;2;57016;16769
FAC0039548;PLT0004;19506;4;78024;11474
FAC0039549;PLT0006;24613;8;196904;14478
FAC0039550;PLT0034;11917;8;95336;7010
FAC0039551;PLT0007;20343;4;81372;11966
FAC0039552;PLT0036;27243;1;27243;16025
FAC0039553;PLT0001;10201;2;20402;6001
FAC0039554;PLT0002;16035;5;80175;9432
FAC0039555;PLT0015;22206;10;222060;13062
FAC0039556;PLT0044;10146;9;91314;5968
FAC0039557;PLT0022;28111;2;56222;16536
FAC0039558;PLT0043;14334;4;57336;8432
FAC0039559;PLT0027;22873;6;137238;13455
FAC0039560;PLT0010;7946;1;7946;4674
FAC0039561;PLT0034;11917;10;119170;7010
FAC0039562;PLT0025;25473;7;178311;14984
FAC0039563;PLT0031;11454;8;91632;6738
FAC0039564;PLT0021;21859;10;218590;12858
FAC0039565;PLT0007;20343;9;183087;11966
FAC0039566;PLT0026;9446;1;9446;5556
FAC0039567;PLT0024;6170;2;12340;3629
FAC0039568;PLT0025;25473;9;229257;14984
FAC0039569;PLT0021;21859;7;153013;12858
FAC0039570;PLT0022;28111;10;281110;16536
FAC0039571;PLT0011;25298;6;151788;14881
FAC0039572;PLT0033;21097;8;168776;12410
FAC0039573;PLT0033;21097;4;84388;12410
FAC0039574;PLT0029;16136;1;16136;9492
FAC0039575;PLT0045;34710;4;138840;20418
FAC0039576;PLT0009;22639;2;45278;13317
FAC0039577;PLT0011;25298;10;252980;14881
FAC0039578;PLT0039;6179;1;6179;3635
FAC0039579;PLT0042;28508;1;28508;16769
FAC0039580;PLT0018;21805;2;43610;12826
FAC0039581;PLT0037;20147;2;40294;11851
FAC0039582;PLT0043;14334;2;28668;8432
FAC0039583;PLT0027;22873;3;68619;13455
FAC0039584;PLT0030;21117;6;126702;12422
FAC0039585;PLT0028;8448;8;67584;4969
FAC0039586;PLT0042;28508;1;28508;16769
FAC0039587;PLT0027;22873;10;228730;13455
FAC0039588;PLT0039;6179;4;24716;3635
FAC0039589;PLT0019;21410;10;214100;12594
FAC0039590;PLT0005;34187;5;170935;20110
FAC0039591;PLT0040;24668;7;172676;14511
FAC0039592;PLT0047;26583;4;106332;15637
FAC0039593;PLT0009;22639;7;158473;13317
FAC0039594;PLT0043;14334;7;100338;8432
FAC0039595;PLT0018;21805;1;21805;12826
FAC0039596;PLT0026;9446;1;9446;5556
FAC0039597;PLT0033;21097;7;147679;12410
FAC0039598;PLT0021;21859;5;109295;12858
FAC0039599;PLT0046;34804;10;348040;20473
FAC0039600;PLT0008;27709;6;166254;16299
FAC0039601;PLT0001;10201;3;30603;6001
FAC0039602;PLT0042;28508;2;57016;16769
FAC0039603;PLT0010;7946;9;71514;4674
FAC0039604;PLT0002;16035;7;112245;9432
FAC0039605;PLT0015;22206;6;133236;13062
FAC0039606;PLT0031;11454;4;45816;6738
FAC0039607;PLT0006;24613;4;98452;14478
FAC0039608;PLT0023;29003;4;116012;17061
FAC0039609;PLT0041;18897;2;37794;11116
FAC0039610;PLT0016;17636;4;70544;10374
FAC0039611;PLT0045;34710;8;277680;20418
FAC0039612;PLT0020;32766;8;262128;19274
FAC0039613;PLT0045;34710;10;347100;20418
FAC0039614;PLT0003;25406;8;203248;14945
FAC0039615;PLT0024;6170;10;61700;3629
FAC0039616;PLT0008;27709;8;221672;16299
FAC0039617;PLT0006;24613;2;49226;14478
FAC0039618;PLT0035;13674;9;123066;8044
FAC0039619;PLT0002;16035;6;96210;9432
FAC0039620;PLT0024;6170;5;30850;3629
FAC0039621;PLT0003;25406;3;76218;14945
FAC0039622;PLT0044;10146;1;10146;5968
FAC0039623;PLT0028;8448;1;8448;4969
FAC0039624;PLT0036;27243;6;163458;16025
FAC0039625;PLT0023;29003;6;174018;17061
FAC0039626;PLT0035;13674;9;123066;8044
FAC0039627;PLT0031;11454;1;11454;6738
FAC0039628;PLT0036;27243;8;217944;16025
FAC0039629;PLT0037;20147;10;201470;11851
FAC0039630;PLT0023;29003;7;203021;17061
FAC0039631;PLT0003;25406;4;101624;14945
FAC0039632;PLT0014;5638;3;16914;3316
FAC0039633;PLT0021;21859;8;174872;12858
FAC0039634;PLT0033;21097;4;84388;12410
FAC0039635;PLT0036;27243;8;217944;16025
