DOCUMENTO;FECHA;ID_CLIENTE;TIPO_DOCUMENTO;ID_VENDEDOR;CANAL_ID;TOTAL_NETO;IMPUESTO;TOTAL_DOCUMENTO
FAC0030354;2015-05-12;CLI00871;FACTURA;17;2;50596;9613;60209
FAC0030355;2015-10-24;CLI00655;FACTURA;28;2;100735;19140;119875
FAC0030356;2015-11-02;CLI00713;FACTURA;41;2;33828;6427;40255
FAC0030357;2015-03-24;CLI00851;FACTURA;25;2;76419;14520;90939
FAC0030358;2015-02-28;CLI00159;FACTURA;25;2;55418;10529;65947
FAC0030359;2015-02-01;CLI00402;FACTURA;24;1;208260;39569;247829
FAC0030360;2015-08-21;CLI00027;FACTURA;17;2;112245;21327;133572
FAC0030361;2015-12-14;CLI00410;FACTURA;21;1;190701;36233;226934
FAC0030362;2015-11-07;CLI00660;FACTURA;49;1;10201;1938;12139
FAC0030363;2015-02-03;CLI00983;FACTURA;12;2;217944;41409;259353
FAC0030364;2015-01-26;CLI00779;FACTURA;11;2;5638;1071;6709
FAC0030365;2015-04-10;CLI00789;FACTURA;8;2;32272;6132;38404
FAC0030366;2015-05-29;CLI00755;FACTURA;18;2;47415;9009;56424
FAC0030367;2015-04-08;CLI00196;FACTURA;43;1;218050;41430;259480
FAC0030368;2015-11-07;CLI00731;FACTURA;43;2;172676;32808;205484
FAC0030369;2015-03-21;CLI00902;FACTURA;20;1;140555;26705;167260
FAC0030370;2015-05-09;CLI00041;FACTURA;24;2;168666;32047;200713
FAC0030371;2015-10-10;CLI00545;FACTURA;36;2;22552;4285;26837
FAC0030372;2015-03-08;CLI00550;FACTURA;16;1;221517;42088;263605
FAC0030373;2015-07-07;CLI00845;FACTURA;48;2;63351;12037;75388
FAC0030374;2015-06-19;CLI00371;FACTURA;14;2;71502;13585;85087
FAC0030375;2015-10-13;CLI00681;FACTURA;39;2;193963;36853;230816
FAC0030376;2015-12-30;CLI00613;FACTURA;15;2;8448;1605;10053
FAC0030377;2015-07-02;CLI00698;FACTURA;21;1;6170;1172;7342
FAC0030378;2015-04-28;CLI00137;FACTURA;12;2;174018;33063;207081
FAC0030379;2015-05-18;CLI00074;FACTURA;31;1;97530;18531;116061
FAC0030380;2015-11-16;CLI00348;FACTURA;23;1;126490;24033;150523
FAC0030381;2015-06-27;CLI00442;FACTURA;44;1;123452;23456;146908
FAC0030382;2015-02-08;CLI00517;FACTURA;7;2;9483;1802;11285
FAC0030383;2015-03-03;CLI00803;FACTURA;26;2;153013;29072;182085
FAC0030384;2015-01-15;CLI00466;FACTURA;34;1;20402;3876;24278
FAC0030385;2015-01-04;CLI00030;FACTURA;43;1;203430;38652;242082
FAC0030386;2015-12-31;CLI00291;FACTURA;41;2;176360;33508;209868
FAC0030387;2015-11-05;CLI00963;FACTURA;19;2;221672;42118;263790
FAC0030388;2015-12-28;CLI00587;FACTURA;47;2;50730;9639;60369
FAC0030389;2015-11-14;CLI00671;FACTURA;23;2;112952;21461;134413
FAC0030390;2015-10-01;CLI00105;FACTURA;8;2;100735;19140;119875
FAC0030391;2015-12-30;CLI00414;FACTURA;49;1;27071;5143;32214
FAC0030392;2015-07-29;CLI00250;FACTURA;8;1;302373;57451;359824
FAC0030393;2015-12-31;CLI00733;FACTURA;38;2;192690;36611;229301
FAC0030394;2015-01-16;CLI00871;FACTURA;20;2;67584;12841;80425
FAC0030395;2015-06-26;CLI00455;FACTURA;29;2;217944;41409;259353
FAC0030396;2015-09-27;CLI00035;FACTURA;44;2;5638;1071;6709
FAC0030397;2015-09-05;CLI00614;FACTURA;5;1;76218;14481;90699
FAC0030398;2015-06-04;CLI00847;FACTURA;35;2;40584;7711;48295
FAC0030399;2015-04-18;CLI00207;FACTURA;11;2;28190;5356;33546
FAC0030400;2015-10-22;CLI00210;FACTURA;7;1;195060;37061;232121
FAC0030401;2015-03-11;CLI00912;FACTURA;2;1;52395;9955;62350
FAC0030402;2015-02-01;CLI00083;FACTURA;29;2;222060;42191;264251
FAC0030403;2015-06-17;CLI00364;FACTURA;5;1;30850;5862;36712
FAC0030404;2015-02-26;CLI00637;FACTURA;24;2;203751;38713;242464
FAC0030405;2015-06-02;CLI00451;FACTURA;20;2;76419;14520;90939
FAC0030406;2015-07-11;CLI00681;FACTURA;15;2;27071;5143;32214
FAC0030407;2015-06-08;CLI00259;FACTURA;27;2;112245;21327;133572
FAC0030408;2015-12-19;CLI00812;FACTURA;5;1;24716;4696;29412
FAC0030409;2015-12-16;CLI00107;FACTURA;13;2;189873;36076;225949
FAC0030410;2015-12-01;CLI00669;FACTURA;32;2;133236;25315;158551
FAC0030411;2015-01-31;CLI00678;FACTURA;10;1;70544;13403;83947
FAC0030412;2015-01-12;CLI00063;FACTURA;31;2;75588;14362;89950
FAC0030413;2015-03-07;CLI00453;FACTURA;47;2;138545;26324;164869
FAC0030414;2015-12-27;CLI00853;FACTURA;50;2;312390;59354;371744
FAC0030415;2015-02-22;CLI00417;FACTURA;34;2;71407;13567;84974
FAC0030416;2015-06-12;CLI00606;FACTURA;32;1;141029;26796;167825
FAC0030417;2015-12-08;CLI00398;FACTURA;16;1;228654;43444;272098
FAC0030418;2015-04-15;CLI00660;FACTURA;38;1;87220;16572;103792
FAC0030419;2015-10-28;CLI00881;FACTURA;14;2;131064;24902;155966
FAC0030420;2015-04-22;CLI00997;FACTURA;3;2;27348;5196;32544
FAC0030421;2015-04-14;CLI00544;FACTURA;19;1;208260;39569;247829
FAC0030422;2015-12-08;CLI00855;FACTURA;38;2;19506;3706;23212
FAC0030423;2015-07-16;CLI00548;FACTURA;36;1;41022;7794;48816
FAC0030424;2015-04-21;CLI00795;FACTURA;48;2;312390;59354;371744
FAC0030425;2015-08-09;CLI00877;FACTURA;14;2;30895;5870;36765
FAC0030426;2015-10-30;CLI00905;FACTURA;8;2;31784;6039;37823
FAC0030427;2015-11-05;CLI00694;FACTURA;12;1;108284;20574;128858
FAC0030428;2015-07-21;CLI00007;FACTURA;26;2;195060;37061;232121
FAC0030429;2015-09-12;CLI00356;FACTURA;27;1;53166;10102;63268
FAC0030430;2015-12-30;CLI00391;FACTURA;12;2;307683;58460;366143
FAC0030431;2015-03-17;CLI00409;FACTURA;27;2;307683;58460;366143
FAC0030432;2015-01-06;CLI00619;FACTURA;31;2;71670;13617;85287
FAC0030433;2015-06-16;CLI00386;FACTURA;34;1;42240;8026;50266
FAC0030434;2015-04-08;CLI00360;FACTURA;23;1;32272;6132;38404
FAC0030435;2015-04-13;CLI00475;FACTURA;36;2;228654;43444;272098
FAC0030436;2015-12-19;CLI00609;FACTURA;6;2;243639;46291;289930
FAC0030437;2015-09-22;CLI00567;FACTURA;11;2;159498;30305;189803
FAC0030438;2015-02-21;CLI00811;FACTURA;12;2;56691;10771;67462
FAC0030439;2015-12-12;CLI00276;FACTURA;31;1;177086;33646;210732
FAC0030440;2015-03-06;CLI00436;FACTURA;32;1;19506;3706;23212
FAC0030441;2015-03-27;CLI00098;FACTURA;7;1;41022;7794;48816
FAC0030442;2015-03-10;CLI00836;FACTURA;43;1;195060;37061;232121
FAC0030443;2015-05-05;CLI00600;FACTURA;27;1;160350;30467;190817
FAC0030444;2015-02-08;CLI00977;FACTURA;5;2;104790;19910;124700
FAC0030445;2015-07-31;CLI00814;FACTURA;4;1;90556;17206;107762
FAC0030446;2015-07-29;CLI00948;FACTURA;24;1;153013;29072;182085
FAC0030447;2015-10-10;CLI00111;FACTURA;41;2;79749;15152;94901
FAC0030448;2015-11-22;CLI00460;FACTURA;48;1;43610;8286;51896
FAC0030449;2015-07-14;CLI00301;FACTURA;9;2;136215;25881;162096
FAC0030450;2015-02-21;CLI00588;FACTURA;6;1;91492;17383;108875
FAC0030451;2015-08-14;CLI00087;FACTURA;44;2;178311;33879;212190
FAC0030452;2015-09-21;CLI00082;FACTURA;9;1;235179;44684;279863
FAC0030453;2015-01-26;CLI00966;FACTURA;28;1;101892;19359;121251
FAC0030454;2015-02-05;CLI00021;FACTURA;14;2;189497;36004;225501
FAC0030455;2015-07-30;CLI00991;FACTURA;11;2;133236;25315;158551
FAC0030456;2015-12-02;CLI00050;FACTURA;29;1;168666;32047;200713
FAC0030457;2015-05-26;CLI00977;FACTURA;26;2;59585;11321;70906
FAC0030458;2015-11-18;CLI00238;FACTURA;48;1;265830;50508;316338
FAC0030459;2015-09-21;CLI00267;FACTURA;17;2;28338;5384;33722
FAC0030460;2015-08-12;CLI00698;FACTURA;43;1;189497;36004;225501
FAC0030461;2015-04-13;CLI00891;FACTURA;37;2;193963;36853;230816
FAC0030462;2015-07-17;CLI00528;FACTURA;3;1;51005;9691;60696
FAC0030463;2015-03-04;CLI00259;FACTURA;50;2;243628;46289;289917
FAC0030464;2015-03-22;CLI00507;FACTURA;15;2;49432;9392;58824
FAC0030465;2015-09-27;CLI00305;FACTURA;50;2;28190;5356;33546
FAC0030466;2015-12-23;CLI00183;FACTURA;23;2;239247;45457;284704
FAC0030467;2015-03-19;CLI00330;FACTURA;24;1;37784;7179;44963
FAC0030468;2015-01-25;CLI00343;FACTURA;25;2;28668;5447;34115
FAC0030469;2015-12-15;CLI00106;FACTURA;12;1;20147;3828;23975
FAC0030470;2015-09-08;CLI00893;FACTURA;29;2;140555;26705;167260
FAC0030471;2015-03-29;CLI00247;FACTURA;45;2;29003;5511;34514
FAC0030472;2015-10-18;CLI00053;FACTURA;9;2;168936;32098;201034
FAC0030473;2015-05-23;CLI00006;FACTURA;18;1;57016;10833;67849
FAC0030474;2015-05-06;CLI00381;FACTURA;50;2;151788;28840;180628
FAC0030475;2015-12-31;CLI00299;FACTURA;17;2;87436;16613;104049
FAC0030476;2015-07-24;CLI00665;FACTURA;4;2;21805;4143;25948
FAC0030477;2015-09-28;CLI00938;FACTURA;18;1;224888;42729;267617
FAC0030478;2015-12-17;CLI00024;FACTURA;49;1;86004;16341;102345
FAC0030479;2015-08-06;CLI00618;FACTURA;44;1;239247;45457;284704
FAC0030480;2015-03-27;CLI00623;FACTURA;29;2;135355;25717;161072
FAC0030481;2015-04-16;CLI00638;FACTURA;1;1;136542;25943;162485
FAC0030482;2015-06-18;CLI00648;FACTURA;42;1;68724;13058;81782
FAC0030483;2015-04-08;CLI00959;FACTURA;16;2;20292;3855;24147
FAC0030484;2015-04-26;CLI00283;FACTURA;18;2;57016;10833;67849
FAC0030485;2015-06-28;CLI00080;FACTURA;40;1;37794;7181;44975
FAC0030486;2015-06-07;CLI00325;FACTURA;50;2;62874;11946;74820
FAC0030487;2015-02-03;CLI00275;FACTURA;28;2;37074;7044;44118
FAC0030488;2015-05-08;CLI00396;FACTURA;21;1;177842;33790;211632
FAC0030489;2015-09-17;CLI00750;FACTURA;46;1;59585;11321;70906
FAC0030490;2015-12-17;CLI00450;FACTURA;46;1;24668;4687;29355
FAC0030491;2015-06-10;CLI00184;FACTURA;40;1;158473;30110;188583
FAC0030492;2015-07-05;CLI00687;FACTURA;15;2;167985;31917;199902
FAC0030493;2015-04-20;CLI00492;FACTURA;8;1;68370;12990;81360
FAC0030494;2015-02-21;CLI00779;FACTURA;2;2;147819;28086;175905
FAC0030495;2015-10-24;CLI00364;FACTURA;40;1;30438;5783;36221
FAC0030496;2015-11-13;CLI00010;FACTURA;21;1;21859;4153;26012
FAC0030497;2015-07-25;CLI00302;FACTURA;24;1;74004;14061;88065
FAC0030498;2015-11-08;CLI00858;FACTURA;32;1;73839;14029;87868
FAC0030499;2015-06-11;CLI00617;FACTURA;4;2;129006;24511;153517
FAC0030500;2015-01-12;CLI00378;FACTURA;2;1;50730;9639;60369
FAC0030501;2015-07-05;CLI00781;FACTURA;33;2;195060;37061;232121
FAC0030502;2015-04-24;CLI00846;FACTURA;33;1;256572;48749;305321
FAC0030503;2015-07-04;CLI00904;FACTURA;42;1;272430;51762;324192
FAC0030504;2015-12-27;CLI00569;FACTURA;31;2;10479;1991;12470
FAC0030505;2015-02-06;CLI00342;FACTURA;25;1;5638;1071;6709
FAC0030506;2015-07-01;CLI00180;FACTURA;45;1;37784;7179;44963
FAC0030507;2015-01-08;CLI00671;FACTURA;12;2;83419;15850;99269
FAC0030508;2015-08-29;CLI00674;FACTURA;28;1;85640;16272;101912
FAC0030509;2015-09-07;CLI00601;FACTURA;28;2;55611;10566;66177
FAC0030510;2015-05-22;CLI00452;FACTURA;49;1;28449;5405;33854
FAC0030511;2015-08-02;CLI00124;FACTURA;18;1;112444;21364;133808
FAC0030512;2015-07-23;CLI00809;FACTURA;7;2;39466;7499;46965
FAC0030513;2015-07-04;CLI00936;FACTURA;8;1;228654;43444;272098
FAC0030514;2015-07-19;CLI00483;FACTURA;12;2;118454;22506;140960
FAC0030515;2015-04-12;CLI00371;FACTURA;46;2;76218;14481;90699
FAC0030516;2015-06-22;CLI00853;FACTURA;17;2;84480;16051;100531
FAC0030517;2015-11-19;CLI00425;FACTURA;14;2;6179;1174;7353
FAC0030518;2015-04-12;CLI00423;FACTURA;42;2;24716;4696;29412
FAC0030519;2015-09-19;CLI00521;FACTURA;40;2;108972;20705;129677
FAC0030520;2015-06-15;CLI00982;FACTURA;22;1;111030;21096;132126
FAC0030521;2015-01-08;CLI00725;FACTURA;37;2;169220;32152;201372
FAC0030522;2015-06-15;CLI00591;FACTURA;8;2;235179;44684;279863
FAC0030523;2015-12-26;CLI00460;FACTURA;10;1;6170;1172;7342
FAC0030524;2015-01-28;CLI00774;FACTURA;1;1;109392;20784;130176
FAC0030525;2015-11-05;CLI00661;FACTURA;36;2;31437;5973;37410
FAC0030526;2015-01-12;CLI00702;FACTURA;50;1;30438;5783;36221
FAC0030527;2015-09-16;CLI00856;FACTURA;44;1;196904;37412;234316
FAC0030528;2015-08-29;CLI00441;FACTURA;7;2;170935;32478;203413
FAC0030529;2015-03-18;CLI00909;FACTURA;23;2;101460;19277;120737
FAC0030530;2015-01-08;CLI00632;FACTURA;36;1;43002;8170;51172
FAC0030531;2015-01-22;CLI00017;FACTURA;36;2;41022;7794;48816
FAC0030532;2015-01-14;CLI00178;FACTURA;17;1;11454;2176;13630
FAC0030533;2015-09-04;CLI00911;FACTURA;45;2;71407;13567;84974
FAC0030534;2015-12-07;CLI00178;FACTURA;43;1;171280;32543;203823
FAC0030535;2015-03-23;CLI00766;FACTURA;19;1;69608;13226;82834
FAC0030536;2015-08-24;CLI00345;FACTURA;10;2;149870;28475;178345
FAC0030537;2015-04-09;CLI00626;FACTURA;37;1;212664;40406;253070
FAC0030538;2015-05-11;CLI00588;FACTURA;9;1;33828;6427;40255
FAC0030539;2015-12-23;CLI00209;FACTURA;1;2;58518;11118;69636
FAC0030540;2015-05-15;CLI00958;FACTURA;25;1;183087;34787;217874
FAC0030541;2015-07-12;CLI00796;FACTURA;29;1;18892;3589;22481
FAC0030542;2015-02-12;CLI00744;FACTURA;36;1;217944;41409;259353
FAC0030543;2015-09-09;CLI00193;FACTURA;12;2;139216;26451;165667
FAC0030544;2015-05-23;CLI00496;FACTURA;11;1;82044;15588;97632
FAC0030545;2015-07-14;CLI00241;FACTURA;46;2;18897;3590;22487
FAC0030546;2015-03-27;CLI00017;FACTURA;49;2;152838;29039;181877
FAC0030547;2015-08-26;CLI00565;FACTURA;16;2;203248;38617;241865
FAC0030548;2015-05-13;CLI00500;FACTURA;12;1;176360;33508;209868
FAC0030549;2015-02-23;CLI00358;FACTURA;13;1;168776;32067;200843
FAC0030550;2015-10-05;CLI00847;FACTURA;50;2;136215;25881;162096
FAC0030551;2015-05-21;CLI00365;FACTURA;18;2;49226;9353;58579
FAC0030552;2015-05-09;CLI00242;FACTURA;12;1;73839;14029;87868
FAC0030553;2015-04-09;CLI00570;FACTURA;31;1;85347;16216;101563
FAC0030554;2015-12-17;CLI00654;FACTURA;6;1;208824;39677;248501
FAC0030555;2015-08-11;CLI00584;FACTURA;31;1;203021;38574;241595
FAC0030556;2015-02-16;CLI00519;FACTURA;13;2;23834;4528;28362
FAC0030557;2015-08-21;CLI00447;FACTURA;3;2;88824;16877;105701
FAC0030558;2015-03-16;CLI00890;FACTURA;15;1;6170;1172;7342
FAC0030559;2015-11-08;CLI00626;FACTURA;2;1;50730;9639;60369
FAC0030560;2015-11-23;CLI00748;FACTURA;41;1;66618;12657;79275
FAC0030561;2015-09-04;CLI00864;FACTURA;44;1;16914;3214;20128
FAC0030562;2015-11-18;CLI00837;FACTURA;19;2;14334;2723;17057
FAC0030563;2015-04-26;CLI00405;FACTURA;6;2;50730;9639;60369
FAC0030564;2015-07-10;CLI00498;FACTURA;2;1;130830;24858;155688
FAC0030565;2015-03-30;CLI00760;FACTURA;26;1;32272;6132;38404
FAC0030566;2015-08-21;CLI00292;FACTURA;33;1;177086;33646;210732
FAC0030567;2015-08-12;CLI00052;FACTURA;10;1;226390;43014;269404
FAC0030568;2015-07-19;CLI00544;FACTURA;50;1;88824;16877;105701
FAC0030569;2015-09-11;CLI00147;FACTURA;12;2;16922;3215;20137
FAC0030570;2015-07-05;CLI00524;FACTURA;32;1;22639;4301;26940
FAC0030571;2015-10-07;CLI00410;FACTURA;42;1;186081;35355;221436
FAC0030572;2015-03-12;CLI00809;FACTURA;42;2;222060;42191;264251
FAC0030573;2015-02-08;CLI00701;FACTURA;5;2;21805;4143;25948
FAC0030574;2015-06-02;CLI00249;FACTURA;2;2;62874;11946;74820
FAC0030575;2015-05-30;CLI00357;FACTURA;46;2;30603;5815;36418
FAC0030576;2015-12-17;CLI00242;FACTURA;6;1;81213;15430;96643
FAC0030577;2015-06-26;CLI00354;FACTURA;14;1;50766;9646;60412
FAC0030578;2015-02-10;CLI00313;FACTURA;21;2;261027;49595;310622
FAC0030579;2015-07-01;CLI00180;FACTURA;11;1;51005;9691;60696
FAC0030580;2015-03-09;CLI00495;FACTURA;3;2;43190;8206;51396
FAC0030581;2015-02-02;CLI00336;FACTURA;17;1;182984;34767;217751
FAC0030582;2015-03-10;CLI00764;FACTURA;45;1;155442;29534;184976
FAC0030583;2015-08-18;CLI00603;FACTURA;45;2;174440;33144;207584
FAC0030584;2015-03-23;CLI00095;FACTURA;27;2;40294;7656;47950
FAC0030585;2015-10-14;CLI00387;FACTURA;20;2;178311;33879;212190
FAC0030586;2015-01-10;CLI00192;FACTURA;7;1;196731;37379;234110
FAC0030587;2015-01-25;CLI00082;FACTURA;32;1;168936;32098;201034
FAC0030588;2015-04-11;CLI00319;FACTURA;7;2;50742;9641;60383
FAC0030589;2015-07-11;CLI00500;FACTURA;28;1;105485;20042;125527
FAC0030590;2015-01-10;CLI00264;FACTURA;12;1;80588;15312;95900
FAC0030591;2015-12-05;CLI00559;FACTURA;12;2;114032;21666;135698
FAC0030592;2015-02-24;CLI00178;FACTURA;26;1;28668;5447;34115
FAC0030593;2015-10-19;CLI00568;FACTURA;22;1;101624;19309;120933
FAC0030594;2015-01-22;CLI00885;FACTURA;23;2;246680;46869;293549
FAC0030595;2015-08-10;CLI00908;FACTURA;44;1;246680;46869;293549
FAC0030596;2015-08-22;CLI00992;FACTURA;6;1;75588;14362;89950
FAC0030597;2015-05-04;CLI00666;FACTURA;47;1;75588;14362;89950
FAC0030598;2015-09-18;CLI00210;FACTURA;15;1;94311;17919;112230
FAC0030599;2015-10-04;CLI00162;FACTURA;38;1;28668;5447;34115
FAC0030600;2015-06-12;CLI00397;FACTURA;27;2;129006;24511;153517
FAC0030601;2015-11-19;CLI00490;FACTURA;5;1;45816;8705;54521
FAC0030602;2015-02-06;CLI00633;FACTURA;11;2;47668;9057;56725
FAC0030603;2015-07-22;CLI00186;FACTURA;48;1;21410;4068;25478
FAC0030604;2015-12-10;CLI00491;FACTURA;50;2;56676;10768;67444
FAC0030605;2015-04-17;CLI00399;FACTURA;31;2;123340;23435;146775
FAC0030606;2015-10-30;CLI00706;FACTURA;46;1;61790;11740;73530
FAC0030607;2015-10-05;CLI00213;FACTURA;13;2;37020;7034;44054
FAC0030608;2015-07-06;CLI00783;FACTURA;3;2;229257;43559;272816
FAC0030609;2015-12-30;CLI00822;FACTURA;21;1;80175;15233;95408
FAC0030610;2015-07-31;CLI00809;FACTURA;18;2;41916;7964;49880
FAC0030611;2015-02-18;CLI00654;FACTURA;1;1;87220;16572;103792
FAC0030612;2015-05-23;CLI00608;FACTURA;28;1;94485;17952;112437
FAC0030613;2015-07-22;CLI00615;FACTURA;22;2;68619;13038;81657
FAC0030614;2015-12-24;CLI00832;FACTURA;32;1;199556;37916;237472
FAC0030615;2015-11-24;CLI00688;FACTURA;43;1;197344;37495;234839
FAC0030616;2015-03-05;CLI00447;FACTURA;4;2;239247;45457;284704
FAC0030617;2015-05-27;CLI00193;FACTURA;50;2;65577;12460;78037
FAC0030618;2015-06-12;CLI00223;FACTURA;20;2;42194;8017;50211
FAC0030619;2015-01-17;CLI00110;FACTURA;24;1;71670;13617;85287
FAC0030620;2015-04-12;CLI00193;FACTURA;15;2;18966;3604;22570
FAC0030621;2015-12-02;CLI00661;FACTURA;21;2;127365;24199;151564
FAC0030622;2015-01-02;CLI00532;FACTURA;47;1;28190;5356;33546
FAC0030623;2015-03-10;CLI00128;FACTURA;36;1;49432;9392;58824
FAC0030624;2015-02-21;CLI00043;FACTURA;45;2;129006;24511;153517
FAC0030625;2015-12-12;CLI00095;FACTURA;1;2;278432;52902;331334
FAC0030626;2015-10-09;CLI00482;FACTURA;5;1;137238;26075;163313
FAC0030627;2015-01-16;CLI00575;FACTURA;11;2;159498;30305;189803
FAC0030628;2015-10-04;CLI00554;FACTURA;4;1;85640;16272;101912
FAC0030629;2015-06-22;CLI00598;FACTURA;10;1;37794;7181;44975
FAC0030630;2015-09-09;CLI00942;FACTURA;4;1;203021;38574;241595
FAC0030631;2015-10-22;CLI00318;FACTURA;10;1;37794;7181;44975
FAC0030632;2015-10-28;CLI00997;FACTURA;20;2;20958;3982;24940
FAC0030633;2015-04-03;CLI00921;FACTURA;42;2;190053;36110;226163
FAC0030634;2015-04-28;CLI00909;FACTURA;19;2;117036;22237;139273
FAC0030635;2015-12-19;CLI00359;FACTURA;49;2;246680;46869;293549
FAC0030636;2015-11-08;CLI00159;FACTURA;4;2;136740;25981;162721
FAC0030637;2015-12-17;CLI00177;FACTURA;47;2;123065;23382;146447
FAC0030638;2015-04-14;CLI00207;FACTURA;38;2;172676;32808;205484
FAC0030639;2015-07-20;CLI00255;FACTURA;40;2;111030;21096;132126
FAC0030640;2015-09-06;CLI00980;FACTURA;45;1;94830;18018;112848
FAC0030641;2015-05-30;CLI00832;FACTURA;3;1;177842;33790;211632
FAC0030642;2015-02-17;CLI00711;FACTURA;34;2;201582;38301;239883
FAC0030643;2015-04-27;CLI00758;FACTURA;1;1;136542;25943;162485
FAC0030644;2015-01-14;CLI00433;FACTURA;18;2;47668;9057;56725
FAC0030645;2015-08-25;CLI00543;FACTURA;22;2;170073;32314;202387
FAC0030646;2015-03-16;CLI00458;FACTURA;19;1;19506;3706;23212
FAC0030647;2015-10-31;CLI00998;FACTURA;38;1;181112;34411;215523
FAC0030648;2015-12-19;CLI00323;FACTURA;40;2;18510;3517;22027
FAC0030649;2015-05-20;CLI00522;FACTURA;11;1;49432;9392;58824
FAC0030650;2015-10-01;CLI00108;FACTURA;32;1;21805;4143;25948
FAC0030651;2015-03-16;CLI00564;FACTURA;9;1;61029;11596;72625
FAC0030652;2015-09-07;CLI00703;FACTURA;48;2;169220;32152;201372
FAC0030653;2015-04-26;CLI00478;FACTURA;22;1;18892;3589;22481
FAC0030654;2015-01-27;CLI00197;FACTURA;24;2;192690;36611;229301
FAC0030655;2015-08-24;CLI00975;FACTURA;30;2;128280;24373;152653
FAC0030656;2015-11-07;CLI00744;FACTURA;9;1;163458;31057;194515
FAC0030657;2015-02-19;CLI00110;FACTURA;50;1;61790;11740;73530
FAC0030658;2015-06-26;CLI00127;FACTURA;10;2;37074;7044;44118
FAC0030659;2015-11-04;CLI00032;FACTURA;24;1;10201;1938;12139
FAC0030660;2015-08-12;CLI00999;FACTURA;30;2;16035;3047;19082
FAC0030661;2015-11-06;CLI00590;FACTURA;21;1;84468;16049;100517
FAC0030662;2015-02-18;CLI00951;FACTURA;3;2;48408;9198;57606
FAC0030663;2015-05-04;CLI00370;FACTURA;14;1;170935;32478;203413
FAC0030664;2015-09-25;CLI00027;FACTURA;2;2;56691;10771;67462
FAC0030665;2015-08-05;CLI00246;FACTURA;6;1;84480;16051;100531
FAC0030666;2015-04-07;CLI00346;FACTURA;16;1;141029;26796;167825
FAC0030667;2015-12-12;CLI00873;FACTURA;35;2;59136;11236;70372
FAC0030668;2015-04-26;CLI00370;FACTURA;31;1;61700;11723;73423
FAC0030669;2015-06-08;CLI00297;FACTURA;30;2;142540;27083;169623
FAC0030670;2015-08-09;CLI00254;FACTURA;38;1;152838;29039;181877
FAC0030671;2015-07-30;CLI00895;FACTURA;9;2;51005;9691;60696
FAC0030672;2015-12-14;CLI00152;FACTURA;49;1;196731;37379;234110
FAC0030673;2015-11-09;CLI00777;FACTURA;25;2;18892;3589;22481
FAC0030674;2015-06-18;CLI00587;FACTURA;5;2;348040;66128;414168
FAC0030675;2015-03-31;CLI00182;FACTURA;40;1;112444;21364;133808
FAC0030676;2015-10-28;CLI00906;FACTURA;22;1;201470;38279;239749
FAC0030677;2015-10-08;CLI00266;FACTURA;26;1;113195;21507;134702
FAC0030678;2015-03-08;CLI00143;FACTURA;36;2;55611;10566;66177
FAC0030679;2015-10-14;CLI00660;FACTURA;31;1;51005;9691;60696
FAC0030680;2015-11-17;CLI00964;FACTURA;11;1;50946;9680;60626
FAC0030681;2015-05-21;CLI00228;FACTURA;28;1;23834;4528;28362
FAC0030682;2015-02-14;CLI00719;FACTURA;36;2;229257;43559;272816
FAC0030683;2015-02-09;CLI00689;FACTURA;15;2;18966;3604;22570
FAC0030684;2015-02-16;CLI00267;FACTURA;31;2;307683;58460;366143
FAC0030685;2015-05-13;CLI00365;FACTURA;48;2;243628;46289;289917
FAC0030686;2015-05-06;CLI00902;FACTURA;21;1;81608;15506;97114
FAC0030687;2015-10-25;CLI00231;FACTURA;8;2;37784;7179;44963
FAC0030688;2015-06-20;CLI00390;FACTURA;24;1;85347;16216;101563
FAC0030689;2015-06-30;CLI00920;FACTURA;34;1;49336;9374;58710
FAC0030690;2015-03-22;CLI00346;FACTURA;21;1;153013;29072;182085
FAC0030691;2015-07-20;CLI00083;FACTURA;34;2;19506;3706;23212
FAC0030692;2015-01-11;CLI00766;FACTURA;26;1;203784;38719;242503
FAC0030693;2015-04-19;CLI00660;FACTURA;31;1;262128;49804;311932
FAC0030694;2015-12-05;CLI00161;FACTURA;21;2;21117;4012;25129
FAC0030695;2015-03-30;CLI00964;FACTURA;31;1;59136;11236;70372
FAC0030696;2015-10-20;CLI00817;FACTURA;49;2;171048;32499;203547
FAC0030697;2015-11-21;CLI00402;FACTURA;34;1;12340;2345;14685
FAC0030698;2015-10-17;CLI00063;FACTURA;27;2;56676;10768;67444
FAC0030699;2015-04-15;CLI00629;FACTURA;49;2;12358;2348;14706
FAC0030700;2015-03-20;CLI00588;FACTURA;48;1;140555;26705;167260
FAC0030701;2015-06-02;CLI00558;FACTURA;27;1;47676;9058;56734
FAC0030702;2015-11-14;CLI00765;FACTURA;31;2;128280;24373;152653
FAC0030703;2015-07-06;CLI00906;FACTURA;49;1;341870;64955;406825
FAC0030704;2015-11-12;CLI00732;FACTURA;33;1;261027;49595;310622
FAC0030705;2015-09-12;CLI00810;FACTURA;37;1;162744;30921;193665
FAC0030706;2015-04-17;CLI00804;FACTURA;8;1;105485;20042;125527
FAC0030707;2015-07-05;CLI00560;FACTURA;7;1;113382;21543;134925
FAC0030708;2015-08-06;CLI00501;FACTURA;40;2;75894;14420;90314
FAC0030709;2015-09-11;CLI00472;FACTURA;45;1;196904;37412;234316
